31 17
23 36
23 7
16 24
35 27
42 17
13 39
31 25
34 26
41 40
43 11
33 31
34 42
36 47
12 14
44 20
36 34
49 20
22 23
47 29
36 26
30 44
30 35
4 17
23 32
42 13
39 44
18 18
28 43
5 25
14 24
6 19
12 31
11 34
21 26
45 12
47 26
14 40
23 25
12 35
3 19
23 13
7 9
25 31
8 12
34 43
15 9
40 30
25 0
22 32
40 18
1 18
11 42
1 26
20 13
35 16
8 26
12 13
33 43
22 44
36 38
15 44
26 38
41 30
31 2
23 22
40 27
44 14
42 43
28 28
14 19
36 30
43 25
49 26
29 19
13 10
28 23
4 32
24 35
42 12
22 18
15 10
31 15
35 39
36 17
41 21
39 39
19 26
36 28
27 35
14 10
14 23
31 13
27 34
14 35
29 6
24 19
31 47
1 25
31 31
6 14
23 24
8 43
1 19
22 31
43 42
33 28
28 5
39 6
32 28
29 9
34 31
5 16
28 15
26 49
27 44
18 31
9 26
37 18
32 18
24 20
10 39
11 31
43 27
37 45
42 37
20 4
13 35
5 27
28 14
25 27
8 35
43 30
14 44
6 16
36 31
49 21
45 14
26 3
38 40
33 41
4 37
20 26
36 9
32 9
27 40
32 26
2 33
13 8
26 45
35 45
44 29
34 34
29 15
41 10
38 30
30 33
22 9
46 28
21 42
26 32
3 14
5 28
37 16
38 27
15 5
29 49
44 17
34 44
36 19
44 10
32 45
33 35
14 15
35 28
36 35
28 37
34 32
41 43
41 22
29 4
20 25
36 13
14 30
43 35
22 17
28 7
8 30
10 30
46 23
19 39
32 33
13 12
16 20
6 11
33 17
34 18
29 35
8 23
44 23
