81 50
90 34
26 41
29 94
67 83
61 77
59 93
73 39
49 43
54 49
61 16
4 49
18 13
76 55
18 60
93 66
86 54
46 1
39 15
13 51
85 63
52 31
26 47
53 78
79 11
53 70
16 77
42 88
87 81
43 94
75 13
61 10
9 38
83 66
59 1
70 87
50 86
92 26
11 49
65 12
58 52
64 4
25 69
40 29
26 73
27 69
76 57
58 79
78 70
75 49
15 38
26 11
6 41
83 48
38 24
97 64
84 15
90 48
33 77
60 76
53 13
58 61
66 48
42 89
14 51
25 10
15 81
30 50
57 80
7 42
46 11
41 49
21 40
9 41
62 15
2 41
98 46
71 40
32 80
26 88
84 66
33 76
8 43
15 36
86 74
35 7
92 74
44 30
71 55
37 96
72 57
87 54
62 55
40 65
16 75
95 48
46 71
81 89
76 59
13 53
34 77
15 25
72 87
29 47
32 22
10 60
65 32
38 96
16 71
34 7
48 42
47 52
25 84
89 25
17 62
89 34
3 52
28 67
88 52
34 14
67 32
92 34
76 52
93 56
70 35
25 24
58 34
47 12
42 67
29 19
35 32
83 26
73 87
78 46
65 26
31 54
59 31
52 29
29 77
31 81
69 12
63 19
68 63
25 48
64 38
36 2
54 88
59 20
10 76
37 23
54 37
26 85
90 78
62 39
19 25
64 64
15 42
14 61
72 92
67 23
42 91
2 43
28 49
24 40
79 63
53 52
35 44
51 56
17 70
19 79
39 70
16 44
86 56
76 77
19 44
20 76
22 40
68 68
7 30
77 12
10 77
76 54
68 10
36 55
45 21
90 24
92 60
75 58
30 72
27 78
52 26
71 16
36 73
71 42
68 9
96 38
22 64
42 52
26 51
77 50
55 95
24 12
41 80
83 72
60 12
17 85
29 79
42 72
33 78
39 12
64 29
29 48
58 16
40 70
50 61
51 5
60 38
60 78
95 59
75 31
92 38
23 41
86 77
51 87
1 48
56 69
40 18
32 96
42 34
71 23
89 50
55 42
73 34
92 51
85 44
53 71
75 26
47 64
79 16
53 75
83 70
68 65
76 69
81 64
56 29
52 6
87 29
68 88
74 41
18 46
49 6
6 70
78 90
12 65
8 53
39 49
27 28
63 88
95 63
75 69
44 49
53 5
21 13
52 84
11 68
37 8
33 38
75 40
65 13
56 92
2 54
12 62
80 70
88 47
82 43
68 5
68 8
35 47
4 52
76 47
78 36
82 45
67 39
16 42
66 21
73 19
26 89
81 46
12 51
58 36
12 75
58 92
24 18
78 19
19 13
77 35
27 31
17 36
82 31
26 83
69 35
21 66
60 88
15 79
94 41
73 48
57 6
35 34
42 39
55 58
65 8
84 14
62 57
88 82
61 62
44 95
68 49
94 64
16 18
63 57
31 84
47 18
27 20
24 52
58 93
39 2
51 84
49 98
40 97
50 46
73 41
12 35
48 31
44 28
45 32
38 25
74 14
58 39
31 70
80 17
31 38
32 68
12 36
62 83
48 10
67 75
93 35
19 16
21 41
75 61
8 46
66 24
93 38
55 98
91 38
99 54
43 42
47 49
84 56
49 92
17 79
21 14
42 71
93 53
90 67
7 71
48 80
61 11
86 34
18 80
91 22
18 86
77 74
98 57
24 46
24 83
48 79
31 41
62 8
29 36
98 50
61 75
54 54
46 32
7 38
74 18
68 87
22 49
25 65
41 18
55 45
51 81
73 92
11 22
85 65
23 51
86 21
26 79
61 40
20 48
9 61
12 18
83 56
38 45
54 66
36 72
29 29
86 36
67 11
93 34
62 87
17 45
22 80
65 52
76 28
67 62
51 96
61 90
93 64
5 67
94 47
64 27
62 80
47 6
81 86
25 47
21 51
22 42
36 93
81 40
66 41
56 30
15 73
63 41
55 70
76 34
68 39
33 66
77 38
62 32
42 93
80 39
46 38
59 17
78 38
4 51
70 72
62 31
71 64
76 56
40 44
22 32
37 97
59 73
66 64
64 94
52 88
17 46
43 21
60 95
19 60
20 24
68 11
85 42
33 69
24 60
50 84
5 41
86 22
61 44
14 68
23 64
89 32
67 86
72 90
78 57
18 14
81 75
50 38
33 91
52 41
91 40
66 70
17 49
32 12
33 84
50 89
39 87
74 43
92 31
71 17
88 30
85 85
35 35
32 4
8 68
1 41
48 33
47 74
26 26
32 14
67 61
51 98
22 47
27 74
7 56
31 32
2 52
43 37
74 89
37 38
34 61
92 29
71 29
96 46
19 18
38 97
29 86
75 90
69 49
99 55
38 4
82 35
12 38
20 57
63 7
84 22
51 57
35 39
55 57
20 89
33 44
67 48
29 75
18 35
15 32
71 37
33 19
54 77
62 25
83 22
18 67
81 43
14 75
85 45
14 64
69 44
1 58
35 29
39 94
8 73
69 31
11 23
46 59
36 14
50 63
76 18
72 30
70 89
32 42
80 59
87 23
6 48
19 82
87 64
62 16
19 75
91 35
74 38
40 63
72 62
36 91
31 36
35 54
73 86
56 13
83 52
13 79
62 52
50 59
41 1
64 72
22 77
9 65
7 47
66 33
31 6
60 71
57 58
18 32
95 69
65 61
39 91
62 47
59 72
54 36
30 91
4 67
31 55
32 33
4 38
80 29
7 53
52 74
12 37
73 57
50 55
40 47
16 79
71 71
28 60
24 13
57 23
64 42
72 12
62 81
34 55
46 25
80 16
19 34
85 34
60 66
11 65
59 59
96 49
5 43
59 80
32 35
52 32
21 63
85 30
14 62
65 86
82 78
43 48
37 78
34 66
72 46
9 78
11 59
51 55
79 32
31 50
47 94
80 76
12 79
66 19
73 72
44 12
4 44
31 45
29 56
48 6
66 92
58 60
13 55
29 22
33 64
54 46
44 56
33 27
82 29
25 72
38 63
24 20
68 80
61 85
76 26
53 29
79 50
42 59
35 94
57 66
57 39
45 72
11 25
22 85
46 52
87 30
35 78
9 76
33 85
50 53
99 42
19 63
46 44
63 59
10 71
26 62
47 3
39 80
27 85
38 11
69 38
51 76
60 49
17 40
47 54
87 56
70 32
73 93
26 20
8 42
32 8
59 3
86 30
72 81
69 55
94 36
75 37
96 69
39 79
94 70
99 48
58 30
31 62
26 61
5 42
61 29
34 20
95 30
92 27
22 20
27 34
60 94
24 78
64 51
63 37
14 30
44 66
96 47
74 10
52 85
48 77
46 17
14 79
97 46
99 58
41 9
49 96
54 57
49 86
32 70
44 46
26 76
84 47
64 2
77 30
14 71
3 43
8 66
19 33
54 12
34 69
60 17
68 67
73 30
51 14
76 15
24 8
52 61
50 68
80 45
55 43
38 66
8 41
42 80
90 79
73 60
82 21
52 69
71 10
30 49
85 40
37 76
10 39
43 71
22 14
60 20
96 43
15 49
40 89
71 27
79 23
9 46
80 73
47 80
24 77
52 37
81 14
38 87
25 7
50 83
25 32
75 76
34 28
74 45
25 26
61 76
78 62
58 22
38 20
5 59
61 45
10 42
34 18
59 46
91 74
90 55
69 48
79 22
94 31
74 90
91 62
1 42
67 73
23 8
36 43
54 26
88 43
49 80
57 29
8 72
41 33
39 46
51 48
25 29
32 49
52 5
75 80
61 25
79 89
4 40
81 12
25 23
93 33
79 90
80 25
48 71
58 75
46 22
29 66
57 9
85 68
53 64
40 10
98 39
55 33
73 59
63 11
45 81
53 76
33 32
54 73
26 44
29 5
40 8
30 82
37 71
38 32
75 51
24 44
35 73
51 63
29 90
30 80
45 38
77 10
90 65
18 19
19 50
27 68
53 93
70 17
38 51
28 80
58 43
37 36
32 23
24 27
82 87
67 17
36 51
29 30
91 32
66 32
25 54
29 25
88 68
35 66
14 84
87 52
6 35
97 43
41 16
24 88
61 61
44 20
53 72
83 42
67 88
76 36
57 12
91 72
31 69
40 30
53 36
21 10
44 78
96 39
26 65
43 5
73 51
55 5
20 50
38 80
34 10
39 48
13 29
71 11
83 25
99 41
88 27
9 39
60 27
59 60
20 80
95 51
83 43
38 2
83 59
12 27
75 91
62 5
63 71
22 44
15 40
18 77
81 49
88 59
77 61
41 48
15 77
81 30
96 58
38 56
84 34
44 84
31 56
79 21
34 9
7 62
91 63
88 70
14 44
32 32
32 71
65 71
21 34
31 96
56 53
93 65
28 57
71 76
31 25
86 79
86 46
86 27
84 54
66 66
49 33
8 74
83 57
85 70
39 45
24 62
7 48
90 56
96 55
28 50
95 33
59 15
16 48
92 40
33 51
94 45
12 72
18 76
17 33
56 45
19 88
98 44
4 42
84 76
49 81
13 28
15 70
14 80
54 17
45 18
43 52
23 20
68 94
91 30
71 20
48 58
76 65
43 75
12 50
64 9
87 50
79 42
72 83
43 20
26 37
58 6
27 61
42 78
60 6
79 60
15 16
39 67
50 37
58 40
78 11
52 82
19 20
52 62
32 50
32 37
56 1
20 26
56 39
65 35
25 74
68 46
88 49
41 15
73 35
16 80
62 29
91 26
13 69
51 58
40 77
83 82
56 58
72 40
56 26
65 4
49 88
48 82
85 49
35 43
17 50
73 64
67 82
79 73
92 57
58 26
22 82
32 27
30 73
67 3
78 68
14 45
75 24
31 75
29 68
44 17
43 95
98 58
81 80
6 69
11 79
27 90
46 15
65 3
10 27
35 16
84 26
11 41
45 59
11 74
35 22
67 46
46 7
34 68
19 67
5 71
76 14
80 48
69 30
36 79
92 43
63 86
55 83
51 17
18 88
56 98
90 52
85 41
59 10
10 31
89 75
70 66
23 13
35 86
53 61
65 23
91 64
8 33
80 84
4 31
81 57
45 52
84 24
40 45
54 13
59 82
60 79
22 48
27 83
70 11
22 17
11 34
37 68
31 59
46 46
22 26
53 39
33 81
54 69
76 48
50 65
67 95
62 35
2 61
75 25
10 40
43 76
43 66
21 49
39 56
26 71
46 96
35 65
47 2
17 86
50 5
60 63
3 47
35 84
55 71
83 63
56 80
67 77
70 73
39 4
24 28
52 83
43 1
50 98
47 35
54 86
7 33
25 28
47 97
90 30
77 75
74 46
88 55
25 76
81 84
26 17
68 85
70 36
17 43
87 24
56 71
62 74
8 60
25 39
74 85
23 22
14 59
29 15
50 6
52 38
16 16
80 81
85 74
32 77
86 61
93 46
79 75
94 54
84 20
61 87
77 90
88 22
38 67
79 37
63 91
38 98
66 87
7 28
33 88
43 97
83 32
54 70
8 26
69 16
32 45
97 60
56 11
77 66
19 32
55 68
92 52
39 90
29 50
89 42
41 97
53 42
56 35
54 19
39 76
96 63
8 69
25 90
93 63
87 17
90 61
59 64
29 38
54 79
65 5
61 79
55 18
74 31
83 14
59 66
58 45
75 92
29 27
66 42
74 8
40 69
36 3
54 8
44 87
94 71
61 43
28 25
61 71
82 75
2 46
41 93
4 61
91 33
83 35
13 18
42 76
12 45
82 66
69 9
89 54
21 30
58 97
28 15
51 85
75 23
77 41
98 56
51 26
87 33
64 53
33 86
56 48
92 65
62 34
44 40
80 47
27 32
43 64
53 95
36 42
9 40
89 60
57 22
55 23
51 44
14 53
94 62
87 68
78 22
90 63
57 11
49 31
57 83
59 6
68 73
82 73
33 3
6 27
10 58
12 29
80 52
28 81
58 83
59 62
24 36
51 95
21 43
43 15
93 72
20 17
68 41
35 41
15 65
38 36
2 64
21 38
26 90
33 24
55 1
13 32
22 66
14 69
50 74
66 61
50 76
84 45
41 24
29 72
31 68
71 25
49 52
20 44
13 62
48 17
17 72
16 27
48 55
86 25
41 57
37 15
74 78
73 46
84 25
21 37
6 53
55 2
34 86
41 83
14 33
30 45
41 61
70 62
51 78
97 57
83 58
15 52
97 61
55 65
57 54
30 28
30 29
19 24
60 97
52 91
16 51
41 35
20 10
51 34
47 26
5 69
19 78
34 12
17 84
84 30
77 79
26 75
29 82
59 69
61 81
58 18
88 45
52 40
74 68
27 38
75 34
33 95
44 6
12 21
74 73
84 49
5 49
7 32
36 46
23 65
52 21
73 6
48 78
40 66
35 87
32 38
10 67
22 43
43 92
91 51
47 83
32 9
48 62
23 52
56 31
85 24
84 39
26 43
66 84
68 93
17 42
19 12
25 63
90 53
6 56
89 36
88 63
53 58
64 47
37 73
46 43
35 26
13 27
49 20
12 78
81 45
80 71
85 66
65 41
18 30
86 44
68 47
47 65
18 61
22 83
62 2
63 45
9 44
40 80
81 55
97 41
63 94
28 73
54 56
8 67
92 63
46 21
6 32
34 45
76 74
12 63
46 26
83 31
8 32
53 55
43 56
50 75
45 73
46 86
45 40
12 59
14 20
70 21
81 19
28 65
30 30
73 81
27 88
58 58
42 69
85 83
29 18
49 23
47 8
50 22
91 70
79 52
67 72
54 29
48 88
32 25
41 12
18 18
30 67
76 17
33 41
55 55
29 45
49 1
5 58
42 12
52 14
74 79
10 43
54 59
10 53
25 89
12 81
97 67
71 22
40 35
49 65
38 14
63 24
53 60
44 16
36 19
97 38
84 27
33 94
75 7
35 11
32 76
61 52
22 28
44 1
23 75
99 50
23 78
13 65
75 85
24 14
58 96
47 71
64 56
52 87
48 46
42 30
22 16
33 68
68 12
84 59
25 59
87 51
20 22
80 12
77 31
63 4
24 65
54 41
78 43
38 71
74 47
38 5
90 28
46 27
72 28
98 36
19 57
24 72
3 58
39 11
88 67
41 31
34 88
51 11
75 65
71 13
64 97
41 39
64 95
49 26
44 64
82 14
86 58
30 63
84 36
80 27
43 26
38 13
82 37
74 93
89 47
44 81
16 14
69 87
70 69
21 25
88 29
37 45
19 72
63 15
47 67
72 17
42 50
42 38
86 18
81 58
64 14
25 31
67 15
80 22
83 23
17 23
95 41
41 45
90 64
41 65
84 28
84 65
63 10
83 62
65 47
76 16
33 75
17 71
36 85
53 22
16 15
59 39
57 2
43 3
95 32
54 20
18 53
80 54
84 74
88 39
38 30
52 89
75 82
26 64
58 73
29 67
75 53
71 93
27 77
89 56
26 12
8 56
56 33
15 82
43 39
63 30
23 86
37 33
38 53
23 37
56 37
56 84
27 29
49 29
58 59
25 33
24 45
46 39
93 68
90 33
36 27
29 42
45 28
37 75
13 20
78 13
59 38
51 80
57 1
22 41
90 57
68 51
2 50
11 19
94 51
5 65
74 80
70 27
80 86
69 29
95 38
43 38
90 41
37 22
51 20
53 50
54 42
58 87
97 47
65 28
64 18
21 47
23 31
30 15
72 80
35 52
88 35
17 25
69 10
75 72
40 48
58 77
68 29
65 97
43 77
51 60
15 60
74 7
50 91
57 59
48 7
70 31
51 65
43 65
46 72
62 90
22 33
83 73
50 71
68 7
60 90
79 28
10 62
73 43
73 61
58 20
69 33
33 10
85 84
63 22
57 26
65 19
98 38
28 89
78 56
94 28
36 75
43 51
70 45
22 56
74 61
43 47
38 81
33 48
68 77
29 81
46 91
51 61
66 38
14 67
60 67
26 81
90 51
63 67
40 60
69 4
9 69
29 20
20 41
10 57
41 17
39 84
5 47
20 77
94 67
45 37
66 97
91 75
90 70
28 19
78 28
22 76
63 23
76 91
78 39
41 8
54 87
55 46
27 59
55 31
34 67
31 5
78 88
68 42
41 40
33 18
44 19
82 26
74 57
84 16
45 9
83 69
68 55
20 67
77 19
28 42
16 43
75 44
67 6
40 81
66 76
80 20
27 13
60 5
64 8
57 85
82 49
34 56
42 61
25 40
4 34
58 5
24 84
90 59
71 24
50 94
81 60
19 77
77 26
92 71
23 59
59 32
64 44
74 58
50 85
37 80
86 42
71 26
41 50
17 37
20 43
28 26
51 15
33 59
17 73
60 11
51 54
68 79
67 35
13 71
88 60
9 22
13 75
57 17
45 63
10 73
57 7
18 24
54 21
41 71
53 85
39 59
51 28
64 67
56 28
27 42
45 3
68 28
37 17
61 32
75 70
20 14
34 57
62 96
45 51
60 77
78 23
36 44
70 10
88 57
30 42
7 34
77 46
96 35
53 4
83 74
42 9
14 24
73 31
43 44
42 1
60 34
35 75
42 16
80 50
10 68
2 57
65 85
68 60
73 54
40 4
57 52
39 44
48 63
54 95
27 21
38 95
28 30
9 68
13 49
10 54
34 63
30 46
38 79
73 79
45 1
38 85
27 86
45 90
51 83
85 23
73 15
46 48
62 22
18 70
71 15
83 15
58 76
16 83
12 30
39 54
89 55
97 39
92 70
84 48
14 66
45 66
25 93
41 36
57 19
70 60
16 52
86 20
61 13
11 29
39 82
28 27
66 53
20 31
90 44
75 14
36 96
27 92
87 76
79 46
37 79
69 36
33 31
42 73
58 14
55 97
47 32
42 20
31 7
53 18
44 91
67 51
74 67
34 71
10 47
57 88
76 73
77 64
35 95
60 14
43 28
11 63
77 14
8 45
85 43
26 93
76 12
85 50
52 23
44 92
70 93
28 70
48 60
32 11
15 59
48 52
45 17
84 84
56 6
77 59
24 61
63 46
7 59
77 81
78 81
27 65
11 64
11 51
36 90
78 60
71 68
32 75
48 90
48 15
83 16
